gene,chr,start,end,strand,attributes
534M_014.2373,chr4,17903077,17907525,-,"{'ID': '534M_014.2373', 'Name': '534M_014.2373'}"
534M_014.2372,chr4,17920115,17927409,+,"{'ID': '534M_014.2372', 'Name': '534M_014.2372'}"
534M_014.2371,chr4,17957761,17961712,+,"{'ID': '534M_014.2371', 'Name': '534M_014.2371'}"
534M_014.2370,chr4,17962439,17966902,-,"{'ID': '534M_014.2370', 'Name': '534M_014.2370'}"
534M_014.2369,chr4,17968448,17971400,+,"{'ID': '534M_014.2369', 'Name': '534M_014.2369'}"
534M_014.2368,chr4,17983499,17989520,+,"{'ID': '534M_014.2368', 'Name': '534M_014.2368'}"
534M_014.2367,chr4,18018698,18023190,+,"{'ID': '534M_014.2367', 'Name': '534M_014.2367'}"
534M_014.2366,chr4,18034884,18035240,+,"{'ID': '534M_014.2366', 'Name': '534M_014.2366'}"
534M_014.2365,chr4,18052465,18052644,-,"{'ID': '534M_014.2365', 'Name': '534M_014.2365'}"
534M_014.2364,chr4,18055093,18055359,+,"{'ID': '534M_014.2364', 'Name': '534M_014.2364'}"
534M_014.2363,chr4,18082444,18085248,+,"{'ID': '534M_014.2363', 'Name': '534M_014.2363'}"
534M_014.2362,chr4,18086952,18087564,-,"{'ID': '534M_014.2362', 'Name': '534M_014.2362'}"
534M_014.2361,chr4,18095026,18095307,+,"{'ID': '534M_014.2361', 'Name': '534M_014.2361'}"
534M_014.2360,chr4,18099026,18099625,+,"{'ID': '534M_014.2360', 'Name': '534M_014.2360'}"
534M_014.2359,chr4,18116247,18116672,+,"{'ID': '534M_014.2359', 'Name': '534M_014.2359'}"
534M_014.2358,chr4,18122648,18123001,+,"{'ID': '534M_014.2358', 'Name': '534M_014.2358'}"
534M_014.2357,chr4,18125877,18137335,+,"{'ID': '534M_014.2357', 'Name': '534M_014.2357'}"
534M_014.2356,chr4,18138933,18144976,+,"{'ID': '534M_014.2356', 'Name': '534M_014.2356'}"
534M_014.2355,chr4,18146299,18148640,+,"{'ID': '534M_014.2355', 'Name': '534M_014.2355'}"
534M_014.2354,chr4,18155274,18155915,+,"{'ID': '534M_014.2354', 'Name': '534M_014.2354'}"
534M_014.2353,chr4,18211575,18212026,-,"{'ID': '534M_014.2353', 'Name': '534M_014.2353'}"
534M_014.2352,chr4,18216861,18217337,-,"{'ID': '534M_014.2352', 'Name': '534M_014.2352'}"
534M_014.2351,chr4,18218435,18221498,+,"{'ID': '534M_014.2351', 'Name': '534M_014.2351'}"
534M_014.2350,chr4,18223597,18224685,-,"{'ID': '534M_014.2350', 'Name': '534M_014.2350'}"
534M_014.2349,chr4,18226086,18226433,+,"{'ID': '534M_014.2349', 'Name': '534M_014.2349'}"
534M_014.2348,chr4,18235658,18236405,+,"{'ID': '534M_014.2348', 'Name': '534M_014.2348'}"
534M_014.2347,chr4,18237520,18241594,+,"{'ID': '534M_014.2347', 'Name': '534M_014.2347'}"
534M_014.2346,chr4,18245234,18245890,-,"{'ID': '534M_014.2346', 'Name': '534M_014.2346'}"
534M_014.2345,chr4,18263373,18263998,+,"{'ID': '534M_014.2345', 'Name': '534M_014.2345'}"
534M_014.2344,chr4,18270408,18270737,-,"{'ID': '534M_014.2344', 'Name': '534M_014.2344'}"
534M_014.2343,chr4,18297051,18301347,-,"{'ID': '534M_014.2343', 'Name': '534M_014.2343'}"
534M_014.2342,chr4,18325832,18330128,-,"{'ID': '534M_014.2342', 'Name': '534M_014.2342'}"
534M_014.2341,chr4,18354612,18358908,-,"{'ID': '534M_014.2341', 'Name': '534M_014.2341'}"
534M_014.2340,chr4,18370609,18372040,-,"{'ID': '534M_014.2340', 'Name': '534M_014.2340'}"
534M_014.2339,chr4,18373530,18373850,+,"{'ID': '534M_014.2339', 'Name': '534M_014.2339'}"
534M_014.2338,chr4,18404185,18406205,+,"{'ID': '534M_014.2338', 'Name': '534M_014.2338'}"
534M_014.2337,chr4,18477869,18478093,+,"{'ID': '534M_014.2337', 'Name': '534M_014.2337'}"
534M_014.2336,chr4,18527930,18528523,+,"{'ID': '534M_014.2336', 'Name': '534M_014.2336'}"
534M_014.2335,chr4,18570805,18571392,+,"{'ID': '534M_014.2335', 'Name': '534M_014.2335'}"
534M_014.2334,chr4,18576672,18579635,-,"{'ID': '534M_014.2334', 'Name': '534M_014.2334'}"
534M_014.2333,chr4,18601686,18602093,-,"{'ID': '534M_014.2333', 'Name': '534M_014.2333'}"
534M_014.2332,chr4,18615168,18615605,+,"{'ID': '534M_014.2332', 'Name': '534M_014.2332'}"
534M_014.2331,chr4,18633238,18633819,+,"{'ID': '534M_014.2331', 'Name': '534M_014.2331'}"
534M_014.2330,chr4,18669297,18669848,+,"{'ID': '534M_014.2330', 'Name': '534M_014.2330'}"
534M_014.2329,chr4,18670727,18671261,+,"{'ID': '534M_014.2329', 'Name': '534M_014.2329'}"
534M_014.2328,chr4,18693694,18698281,+,"{'ID': '534M_014.2328', 'Name': '534M_014.2328'}"
534M_014.2327,chr4,18734177,18734988,-,"{'ID': '534M_014.2327', 'Name': '534M_014.2327'}"
534M_014.2326,chr4,18765132,18768261,-,"{'ID': '534M_014.2326', 'Name': '534M_014.2326'}"
534M_014.2325,chr4,18778378,18789198,-,"{'ID': '534M_014.2325', 'Name': '534M_014.2325'}"
534M_014.2324,chr4,18815666,18815881,+,"{'ID': '534M_014.2324', 'Name': '534M_014.2324'}"
534M_014.2323,chr4,18818978,18824643,-,"{'ID': '534M_014.2323', 'Name': '534M_014.2323'}"
534M_014.2322,chr4,18836951,18837592,-,"{'ID': '534M_014.2322', 'Name': '534M_014.2322'}"
534M_014.2321,chr4,18853784,18854083,+,"{'ID': '534M_014.2321', 'Name': '534M_014.2321'}"
534M_014.2320,chr4,18858766,18859437,+,"{'ID': '534M_014.2320', 'Name': '534M_014.2320'}"
534M_014.2319,chr4,18862334,18863595,-,"{'ID': '534M_014.2319', 'Name': '534M_014.2319'}"
534M_014.2318,chr4,18888196,18888606,-,"{'ID': '534M_014.2318', 'Name': '534M_014.2318'}"
534M_014.2317,chr4,18914800,18915789,-,"{'ID': '534M_014.2317', 'Name': '534M_014.2317'}"
534M_014.2316,chr4,18935785,18937139,+,"{'ID': '534M_014.2316', 'Name': '534M_014.2316'}"
534M_014.2315,chr4,18943675,18963254,-,"{'ID': '534M_014.2315', 'Name': '534M_014.2315'}"
534M_014.2314,chr4,18965615,18966424,-,"{'ID': '534M_014.2314', 'Name': '534M_014.2314'}"
534M_014.2313,chr4,18972103,18974434,-,"{'ID': '534M_014.2313', 'Name': '534M_014.2313'}"
534M_014.2312,chr4,18974489,18974749,-,"{'ID': '534M_014.2312', 'Name': '534M_014.2312'}"
534M_014.2311,chr4,18978937,18979224,+,"{'ID': '534M_014.2311', 'Name': '534M_014.2311'}"
534M_014.2310,chr4,18985751,18989179,-,"{'ID': '534M_014.2310', 'Name': '534M_014.2310'}"
534M_014.2309,chr4,19003879,19007363,-,"{'ID': '534M_014.2309', 'Name': '534M_014.2309'}"
534M_014.2308,chr4,19010097,19010474,+,"{'ID': '534M_014.2308', 'Name': '534M_014.2308'}"
534M_014.2307,chr4,19010998,19014340,-,"{'ID': '534M_014.2307', 'Name': '534M_014.2307'}"
534M_014.2306,chr4,19027114,19038159,+,"{'ID': '534M_014.2306', 'Name': '534M_014.2306'}"
534M_014.2305,chr4,19041761,19042275,+,"{'ID': '534M_014.2305', 'Name': '534M_014.2305'}"
534M_014.2304,chr4,19042664,19043701,-,"{'ID': '534M_014.2304', 'Name': '534M_014.2304'}"
534M_014.2303,chr4,19044790,19045197,+,"{'ID': '534M_014.2303', 'Name': '534M_014.2303'}"
534M_014.2302,chr4,19059770,19060723,-,"{'ID': '534M_014.2302', 'Name': '534M_014.2302'}"
534M_014.2301,chr4,19099209,19103240,-,"{'ID': '534M_014.2301', 'Name': '534M_014.2301'}"
534M_014.2300,chr4,19111096,19112547,+,"{'ID': '534M_014.2300', 'Name': '534M_014.2300'}"
534M_014.2299,chr4,19122469,19123917,+,"{'ID': '534M_014.2299', 'Name': '534M_014.2299'}"
534M_014.2298,chr4,19126589,19128028,+,"{'ID': '534M_014.2298', 'Name': '534M_014.2298'}"
534M_014.2297,chr4,19136898,19138044,+,"{'ID': '534M_014.2297', 'Name': '534M_014.2297'}"
534M_014.2296,chr4,19140343,19147303,-,"{'ID': '534M_014.2296', 'Name': '534M_014.2296'}"
534M_014.2295,chr4,19154826,19155422,-,"{'ID': '534M_014.2295', 'Name': '534M_014.2295'}"
534M_014.2294,chr4,19158003,19161347,-,"{'ID': '534M_014.2294', 'Name': '534M_014.2294'}"
534M_014.2293,chr4,19170798,19171853,-,"{'ID': '534M_014.2293', 'Name': '534M_014.2293'}"
534M_014.2292,chr4,19180463,19180816,+,"{'ID': '534M_014.2292', 'Name': '534M_014.2292'}"
534M_014.2291,chr4,19182509,19183398,-,"{'ID': '534M_014.2291', 'Name': '534M_014.2291'}"
534M_014.2290,chr4,19186736,19187065,-,"{'ID': '534M_014.2290', 'Name': '534M_014.2290'}"
534M_014.2289,chr4,19187846,19188320,+,"{'ID': '534M_014.2289', 'Name': '534M_014.2289'}"
534M_014.2288,chr4,19193336,19206067,-,"{'ID': '534M_014.2288', 'Name': '534M_014.2288'}"
534M_014.2287,chr4,19230336,19230650,-,"{'ID': '534M_014.2287', 'Name': '534M_014.2287'}"
534M_014.2286,chr4,19249481,19252388,+,"{'ID': '534M_014.2286', 'Name': '534M_014.2286'}"
534M_014.2285,chr4,19253105,19257541,-,"{'ID': '534M_014.2285', 'Name': '534M_014.2285'}"
534M_014.2284,chr4,19261555,19263940,-,"{'ID': '534M_014.2284', 'Name': '534M_014.2284'}"
534M_014.2283,chr4,19264247,19264576,+,"{'ID': '534M_014.2283', 'Name': '534M_014.2283'}"
534M_014.2282,chr4,19275417,19278278,+,"{'ID': '534M_014.2282', 'Name': '534M_014.2282'}"
534M_014.2281,chr4,19282699,19284708,+,"{'ID': '534M_014.2281', 'Name': '534M_014.2281'}"
534M_014.2280,chr4,19285790,19289025,-,"{'ID': '534M_014.2280', 'Name': '534M_014.2280'}"
534M_014.2279,chr4,19291295,19291594,+,"{'ID': '534M_014.2279', 'Name': '534M_014.2279'}"
534M_014.2278,chr4,19295563,19301236,+,"{'ID': '534M_014.2278', 'Name': '534M_014.2278'}"
534M_014.2277,chr4,19304243,19304828,+,"{'ID': '534M_014.2277', 'Name': '534M_014.2277'}"
534M_014.2276,chr4,19340111,19343392,+,"{'ID': '534M_014.2276', 'Name': '534M_014.2276'}"
534M_014.2275,chr4,19353352,19353858,+,"{'ID': '534M_014.2275', 'Name': '534M_014.2275'}"
534M_014.2274,chr4,19360221,19361639,-,"{'ID': '534M_014.2274', 'Name': '534M_014.2274'}"
534M_014.2273,chr4,19378745,19379074,-,"{'ID': '534M_014.2273', 'Name': '534M_014.2273'}"
534M_014.2272,chr4,19392704,19395908,+,"{'ID': '534M_014.2272', 'Name': '534M_014.2272'}"
534M_014.2271,chr4,19397852,19402616,-,"{'ID': '534M_014.2271', 'Name': '534M_014.2271'}"
534M_014.2270,chr4,19406868,19408427,-,"{'ID': '534M_014.2270', 'Name': '534M_014.2270'}"
534M_014.2269,chr4,19409453,19413008,-,"{'ID': '534M_014.2269', 'Name': '534M_014.2269'}"
534M_014.2268,chr4,19416371,19417793,+,"{'ID': '534M_014.2268', 'Name': '534M_014.2268'}"
534M_014.2267,chr4,19419784,19424446,-,"{'ID': '534M_014.2267', 'Name': '534M_014.2267'}"
534M_014.2266,chr4,19429644,19431167,-,"{'ID': '534M_014.2266', 'Name': '534M_014.2266'}"
534M_014.2265,chr4,19438261,19447069,-,"{'ID': '534M_014.2265', 'Name': '534M_014.2265'}"
534M_014.2264,chr4,19451248,19454507,-,"{'ID': '534M_014.2264', 'Name': '534M_014.2264'}"
534M_014.2263,chr4,19456485,19458125,-,"{'ID': '534M_014.2263', 'Name': '534M_014.2263'}"
534M_014.2262,chr4,19464019,19464237,-,"{'ID': '534M_014.2262', 'Name': '534M_014.2262'}"
534M_014.2261,chr4,19465808,19472478,+,"{'ID': '534M_014.2261', 'Name': '534M_014.2261'}"
534M_014.2260,chr4,19474324,19474653,-,"{'ID': '534M_014.2260', 'Name': '534M_014.2260'}"
534M_014.2259,chr4,19480275,19483907,+,"{'ID': '534M_014.2259', 'Name': '534M_014.2259'}"
534M_014.2258,chr4,19485353,19487332,-,"{'ID': '534M_014.2258', 'Name': '534M_014.2258'}"
534M_014.2257,chr4,19500614,19505281,+,"{'ID': '534M_014.2257', 'Name': '534M_014.2257'}"
534M_014.2256,chr4,19511724,19512188,-,"{'ID': '534M_014.2256', 'Name': '534M_014.2256'}"
534M_014.2255,chr4,19512780,19513124,-,"{'ID': '534M_014.2255', 'Name': '534M_014.2255'}"
534M_014.2254,chr4,19516872,19518023,+,"{'ID': '534M_014.2254', 'Name': '534M_014.2254'}"
534M_014.2253,chr4,19530283,19533469,+,"{'ID': '534M_014.2253', 'Name': '534M_014.2253'}"
534M_014.2252,chr4,19552978,19553238,-,"{'ID': '534M_014.2252', 'Name': '534M_014.2252'}"
534M_014.2251,chr4,19554964,19558766,-,"{'ID': '534M_014.2251', 'Name': '534M_014.2251'}"
534M_014.2250,chr4,19562261,19571564,+,"{'ID': '534M_014.2250', 'Name': '534M_014.2250'}"
534M_014.2249,chr4,19576134,19579414,-,"{'ID': '534M_014.2249', 'Name': '534M_014.2249'}"
534M_014.2248,chr4,19581323,19585317,+,"{'ID': '534M_014.2248', 'Name': '534M_014.2248'}"
534M_014.2247,chr4,19591604,19593491,+,"{'ID': '534M_014.2247', 'Name': '534M_014.2247'}"
534M_014.2246,chr4,19594912,19597024,-,"{'ID': '534M_014.2246', 'Name': '534M_014.2246'}"
534M_014.2245,chr4,19597884,19602695,+,"{'ID': '534M_014.2245', 'Name': '534M_014.2245'}"
534M_014.2244,chr4,19604143,19607631,-,"{'ID': '534M_014.2244', 'Name': '534M_014.2244'}"
534M_014.2243,chr4,19633081,19635017,+,"{'ID': '534M_014.2243', 'Name': '534M_014.2243'}"
534M_014.2242,chr4,19637262,19638563,-,"{'ID': '534M_014.2242', 'Name': '534M_014.2242'}"
534M_014.2241,chr4,19669384,19669887,+,"{'ID': '534M_014.2241', 'Name': '534M_014.2241'}"
534M_014.2240,chr4,19693876,19694106,+,"{'ID': '534M_014.2240', 'Name': '534M_014.2240'}"
534M_014.2239,chr4,19695168,19695614,+,"{'ID': '534M_014.2239', 'Name': '534M_014.2239'}"
534M_014.2238,chr4,19703182,19703614,-,"{'ID': '534M_014.2238', 'Name': '534M_014.2238'}"
534M_014.2237,chr4,19710010,19710225,+,"{'ID': '534M_014.2237', 'Name': '534M_014.2237'}"
534M_014.2236,chr4,19718837,19724301,-,"{'ID': '534M_014.2236', 'Name': '534M_014.2236'}"
534M_014.2235,chr4,19735832,19736302,-,"{'ID': '534M_014.2235', 'Name': '534M_014.2235'}"
534M_014.2234,chr4,19750896,19751489,+,"{'ID': '534M_014.2234', 'Name': '534M_014.2234'}"
534M_014.2233,chr4,19755994,19766065,-,"{'ID': '534M_014.2233', 'Name': '534M_014.2233'}"
534M_014.2232,chr4,19769008,19776975,+,"{'ID': '534M_014.2232', 'Name': '534M_014.2232'}"
534M_014.2231,chr4,19780415,19784293,+,"{'ID': '534M_014.2231', 'Name': '534M_014.2231'}"
534M_014.2230,chr4,19785690,19786082,+,"{'ID': '534M_014.2230', 'Name': '534M_014.2230'}"
534M_014.2229,chr4,19798198,19803224,+,"{'ID': '534M_014.2229', 'Name': '534M_014.2229'}"
534M_014.2228,chr4,19816265,19818192,+,"{'ID': '534M_014.2228', 'Name': '534M_014.2228'}"
534M_014.2227,chr4,19831552,19833305,+,"{'ID': '534M_014.2227', 'Name': '534M_014.2227'}"
534M_014.2226,chr4,19836409,19838475,+,"{'ID': '534M_014.2226', 'Name': '534M_014.2226'}"
534M_014.2225,chr4,19842822,19847544,-,"{'ID': '534M_014.2225', 'Name': '534M_014.2225'}"
534M_014.2224,chr4,19853390,19853995,-,"{'ID': '534M_014.2224', 'Name': '534M_014.2224'}"
534M_014.2223,chr4,19871543,19876458,+,"{'ID': '534M_014.2223', 'Name': '534M_014.2223'}"
534M_014.2222,chr4,19880599,19883970,+,"{'ID': '534M_014.2222', 'Name': '534M_014.2222'}"
534M_014.2221,chr4,19887096,19887500,+,"{'ID': '534M_014.2221', 'Name': '534M_014.2221'}"
534M_014.2220,chr4,19913496,19913909,+,"{'ID': '534M_014.2220', 'Name': '534M_014.2220'}"
534M_014.2219,chr4,19936199,19936537,+,"{'ID': '534M_014.2219', 'Name': '534M_014.2219'}"
534M_014.2218,chr4,19939449,19939811,+,"{'ID': '534M_014.2218', 'Name': '534M_014.2218'}"
534M_014.2217,chr4,19945998,19946372,+,"{'ID': '534M_014.2217', 'Name': '534M_014.2217'}"
534M_014.2216,chr4,19962167,19962483,+,"{'ID': '534M_014.2216', 'Name': '534M_014.2216'}"
534M_014.2215,chr4,19962578,19962823,+,"{'ID': '534M_014.2215', 'Name': '534M_014.2215'}"
534M_014.2214,chr4,19967626,19969056,-,"{'ID': '534M_014.2214', 'Name': '534M_014.2214'}"
534M_014.2213,chr4,19970207,19972104,+,"{'ID': '534M_014.2213', 'Name': '534M_014.2213'}"
534M_014.2212,chr4,19975107,19975921,+,"{'ID': '534M_014.2212', 'Name': '534M_014.2212'}"
534M_014.2211,chr4,19977782,19978177,+,"{'ID': '534M_014.2211', 'Name': '534M_014.2211'}"
534M_014.2210,chr4,19982819,19984262,-,"{'ID': '534M_014.2210', 'Name': '534M_014.2210'}"
534M_014.2209,chr4,19984616,19986184,+,"{'ID': '534M_014.2209', 'Name': '534M_014.2209'}"
534M_014.2208,chr4,19988107,19988508,+,"{'ID': '534M_014.2208', 'Name': '534M_014.2208'}"
534M_014.2207,chr4,19990976,19992387,+,"{'ID': '534M_014.2207', 'Name': '534M_014.2207'}"
534M_014.2206,chr4,20017196,20018128,-,"{'ID': '534M_014.2206', 'Name': '534M_014.2206'}"
534M_014.2205,chr4,20026137,20026466,+,"{'ID': '534M_014.2205', 'Name': '534M_014.2205'}"
534M_014.2204,chr4,20045508,20046874,-,"{'ID': '534M_014.2204', 'Name': '534M_014.2204'}"
534M_014.2203,chr4,20075007,20077383,+,"{'ID': '534M_014.2203', 'Name': '534M_014.2203'}"
534M_014.2202,chr4,20090041,20092473,+,"{'ID': '534M_014.2202', 'Name': '534M_014.2202'}"
534M_014.2201,chr4,20097583,20097846,-,"{'ID': '534M_014.2201', 'Name': '534M_014.2201'}"
534M_014.2200,chr4,20097856,20098088,-,"{'ID': '534M_014.2200', 'Name': '534M_014.2200'}"
534M_014.2199,chr4,20098206,20099990,+,"{'ID': '534M_014.2199', 'Name': '534M_014.2199'}"
534M_014.2198,chr4,20102320,20102742,-,"{'ID': '534M_014.2198', 'Name': '534M_014.2198'}"
534M_014.2197,chr4,20111430,20111981,+,"{'ID': '534M_014.2197', 'Name': '534M_014.2197'}"
534M_014.2196,chr4,20120521,20122905,+,"{'ID': '534M_014.2196', 'Name': '534M_014.2196'}"
534M_014.2195,chr4,20123865,20128826,-,"{'ID': '534M_014.2195', 'Name': '534M_014.2195'}"
534M_014.2194,chr4,20130689,20131599,+,"{'ID': '534M_014.2194', 'Name': '534M_014.2194'}"
534M_014.2193,chr4,20131969,20132679,+,"{'ID': '534M_014.2193', 'Name': '534M_014.2193'}"
534M_014.2192,chr4,20134141,20134899,-,"{'ID': '534M_014.2192', 'Name': '534M_014.2192'}"
534M_014.2191,chr4,20141339,20141683,-,"{'ID': '534M_014.2191', 'Name': '534M_014.2191'}"
534M_014.2190,chr4,20145261,20145560,+,"{'ID': '534M_014.2190', 'Name': '534M_014.2190'}"
534M_014.2189,chr4,20151127,20151360,+,"{'ID': '534M_014.2189', 'Name': '534M_014.2189'}"
534M_014.2188,chr4,20156580,20172949,+,"{'ID': '534M_014.2188', 'Name': '534M_014.2188'}"
534M_014.2187,chr4,20178526,20193984,+,"{'ID': '534M_014.2187', 'Name': '534M_014.2187'}"
534M_014.2186,chr4,20199700,20199909,-,"{'ID': '534M_014.2186', 'Name': '534M_014.2186'}"
534M_014.2185,chr4,20200923,20201364,-,"{'ID': '534M_014.2185', 'Name': '534M_014.2185'}"
534M_014.2184,chr4,20203411,20203623,+,"{'ID': '534M_014.2184', 'Name': '534M_014.2184'}"
534M_014.2183,chr4,20204547,20205011,-,"{'ID': '534M_014.2183', 'Name': '534M_014.2183'}"
534M_014.2182,chr4,20207348,20209278,+,"{'ID': '534M_014.2182', 'Name': '534M_014.2182'}"
534M_014.2181,chr4,20226046,20233098,+,"{'ID': '534M_014.2181', 'Name': '534M_014.2181'}"
534M_014.2180,chr4,20235415,20237364,-,"{'ID': '534M_014.2180', 'Name': '534M_014.2180'}"
534M_014.2179,chr4,20243784,20247301,+,"{'ID': '534M_014.2179', 'Name': '534M_014.2179'}"
534M_014.2178,chr4,20250729,20252936,+,"{'ID': '534M_014.2178', 'Name': '534M_014.2178'}"
534M_014.2177,chr4,20255141,20260096,-,"{'ID': '534M_014.2177', 'Name': '534M_014.2177'}"
534M_014.2176,chr4,20262657,20264651,-,"{'ID': '534M_014.2176', 'Name': '534M_014.2176'}"
534M_014.2175,chr4,20270186,20272177,+,"{'ID': '534M_014.2175', 'Name': '534M_014.2175'}"
534M_014.2174,chr4,20277491,20278186,-,"{'ID': '534M_014.2174', 'Name': '534M_014.2174'}"
534M_014.2173,chr4,20280446,20286209,+,"{'ID': '534M_014.2173', 'Name': '534M_014.2173'}"
534M_014.2172,chr4,20293005,20295787,+,"{'ID': '534M_014.2172', 'Name': '534M_014.2172'}"
534M_014.2171,chr4,20317486,20318061,+,"{'ID': '534M_014.2171', 'Name': '534M_014.2171'}"
534M_014.2170,chr4,20326122,20326616,+,"{'ID': '534M_014.2170', 'Name': '534M_014.2170'}"
534M_014.2169,chr4,20328390,20332571,+,"{'ID': '534M_014.2169', 'Name': '534M_014.2169'}"
534M_014.2168,chr4,20334737,20338977,+,"{'ID': '534M_014.2168', 'Name': '534M_014.2168'}"
534M_014.2167,chr4,20340811,20342614,+,"{'ID': '534M_014.2167', 'Name': '534M_014.2167'}"
534M_014.2166,chr4,20344366,20346609,+,"{'ID': '534M_014.2166', 'Name': '534M_014.2166'}"
534M_014.2165,chr4,20354024,20359220,-,"{'ID': '534M_014.2165', 'Name': '534M_014.2165'}"
534M_014.2164,chr4,20380463,20381383,+,"{'ID': '534M_014.2164', 'Name': '534M_014.2164'}"
534M_014.2163,chr4,20382655,20384224,+,"{'ID': '534M_014.2163', 'Name': '534M_014.2163'}"
534M_014.2162,chr4,20386583,20387095,-,"{'ID': '534M_014.2162', 'Name': '534M_014.2162'}"
534M_014.2161,chr4,20389470,20392693,+,"{'ID': '534M_014.2161', 'Name': '534M_014.2161'}"
534M_014.2160,chr4,20393583,20394987,-,"{'ID': '534M_014.2160', 'Name': '534M_014.2160'}"
534M_014.2159,chr4,20396923,20400189,+,"{'ID': '534M_014.2159', 'Name': '534M_014.2159'}"
534M_014.2158,chr4,20403309,20406260,+,"{'ID': '534M_014.2158', 'Name': '534M_014.2158'}"
534M_014.2157,chr4,20406863,20407189,+,"{'ID': '534M_014.2157', 'Name': '534M_014.2157'}"
534M_014.2156,chr4,20408028,20410499,-,"{'ID': '534M_014.2156', 'Name': '534M_014.2156'}"
534M_014.2155,chr4,20413962,20414228,-,"{'ID': '534M_014.2155', 'Name': '534M_014.2155'}"
534M_014.2154,chr4,20414842,20415183,+,"{'ID': '534M_014.2154', 'Name': '534M_014.2154'}"
534M_014.2153,chr4,20417448,20418504,+,"{'ID': '534M_014.2153', 'Name': '534M_014.2153'}"
534M_014.2152,chr4,20420865,20421218,-,"{'ID': '534M_014.2152', 'Name': '534M_014.2152'}"
534M_014.2151,chr4,20423380,20426632,+,"{'ID': '534M_014.2151', 'Name': '534M_014.2151'}"
534M_014.2150,chr4,20432105,20432323,+,"{'ID': '534M_014.2150', 'Name': '534M_014.2150'}"
534M_014.2149,chr4,20434888,20438829,+,"{'ID': '534M_014.2149', 'Name': '534M_014.2149'}"
534M_014.2148,chr4,20440489,20443646,+,"{'ID': '534M_014.2148', 'Name': '534M_014.2148'}"
534M_014.2147,chr4,20444899,20450081,+,"{'ID': '534M_014.2147', 'Name': '534M_014.2147'}"
534M_014.2146,chr4,20462592,20464403,-,"{'ID': '534M_014.2146', 'Name': '534M_014.2146'}"
534M_014.2145,chr4,20481981,20482388,+,"{'ID': '534M_014.2145', 'Name': '534M_014.2145'}"
534M_014.2144,chr4,20486768,20487190,+,"{'ID': '534M_014.2144', 'Name': '534M_014.2144'}"
534M_014.2143,chr4,20490227,20495033,+,"{'ID': '534M_014.2143', 'Name': '534M_014.2143'}"
534M_014.2142,chr4,20495363,20495620,-,"{'ID': '534M_014.2142', 'Name': '534M_014.2142'}"
534M_014.2141,chr4,20497828,20500924,+,"{'ID': '534M_014.2141', 'Name': '534M_014.2141'}"
534M_014.2140,chr4,20502592,20506514,+,"{'ID': '534M_014.2140', 'Name': '534M_014.2140'}"
534M_014.2139,chr4,20509429,20514141,-,"{'ID': '534M_014.2139', 'Name': '534M_014.2139'}"
534M_014.2138,chr4,20525649,20528239,-,"{'ID': '534M_014.2138', 'Name': '534M_014.2138'}"
534M_014.2137,chr4,20539843,20542434,-,"{'ID': '534M_014.2137', 'Name': '534M_014.2137'}"
